Year,League,Statistic,Team,Value
1968,AL,On Base Percentage,Boston,0.316
1968,AL,Runs,Detroit,671.0
1968,AL,Slugging Average,Detroit,0.385
1968,AL,Stolen Bases,Oakland,147.0
1968,AL,Triples,Minnesota,41.0
1969,AL,Base on Balls,Boston,658.0
1969,AL,Batting Average,Minnesota,0.268
1969,AL,Doubles,Minnesota,246.0
1969,AL,Hits,Minnesota,1520.0
1969,AL,Home Runs,Boston,197.0
1969,AL,On Base Percentage,Baltimore,0.346
1969,AL,Runs,Minnesota,790.0
1969,AL,Slugging Average,Boston,0.415
1969,AL,Stolen Bases,Seattle,167.0
1969,AL,Triples,New York,44.0
1970,AL,Base on Balls,Baltimore,717.0
1970,AL,Batting Average,Minnesota,0.262
1970,AL,Doubles,Boston,252.0
1970,AL,Hits,Boston,1450.0
1970,AL,Home Runs,Boston,203.0
1970,AL,On Base Percentage,Baltimore,0.346
1970,AL,Runs,Baltimore,792.0
1970,AL,Slugging Average,Boston,0.428
1970,AL,Stolen Bases,Oakland,131.0
1970,AL,Triples,Kansas City,41.0
1971,AL,Base on Balls,Baltimore,672.0
1971,AL,Batting Average,Baltimore,0.261
1971,AL,Doubles,Boston,246.0
1971,AL,Hits,Minnesota,1406.0
1971,AL,Home Runs,Detroit,179.0
1971,AL,On Base Percentage,Baltimore,0.349
1971,AL,Runs,Baltimore,742.0
1971,AL,Slugging Average,Detroit,0.405
1971,AL,Stolen Bases,Kansas City,130.0
1971,AL,Triples,New York,43.0
1972,AL,Base on Balls,Kansas City,534.0
1972,AL,Batting Average,Kansas City,0.255
1972,AL,Doubles,Boston,229.0
1972,AL,Hits,Kansas City,1317.0
1972,AL,Home Runs,Oakland,134.0
1972,AL,On Base Percentage,Kansas City,0.329
1972,AL,Runs,Boston,640.0
1972,AL,Slugging Average,Boston,0.376
1972,AL,Stolen Bases,Texas,126.0
1972,AL,Triples,Boston,34.0
1973,AL,Base on Balls,Baltimore,648.0
1973,AL,Batting Average,Minnesota,0.27
1973,AL,Doubles,Minnesota,240.0
1973,AL,Hits,Minnesota,1521.0
1973,AL,Home Runs,Cleveland,158.0
1973,AL,On Base Percentage,Baltimore,0.348
1973,AL,Runs,Oakland,758.0
1973,AL,Slugging Average,Boston,0.401
1973,AL,Stolen Bases,Baltimore,146.0
1973,AL,Triples,Baltimore,48.0
1974,AL,Base on Balls,Boston,569.0
1974,AL,Batting Average,Texas,0.272
1974,AL,Doubles,Boston,236.0
1974,AL,Hits,Minnesota,1530.0
1974,AL,Home Runs,Chicago,135.0
1974,AL,On Base Percentage,Texas,0.338
1974,AL,Runs,Boston,696.0
1974,AL,Slugging Average,Chicago,0.389
1974,AL,Stolen Bases,Oakland,164.0
1974,AL,Triples,Milwaukee,49.0
1975,AL,Base on Balls,Texas,613.0
1975,AL,Batting Average,Boston,0.275
1975,AL,Doubles,Boston,284.0
1975,AL,Hits,Boston,1500.0
1975,AL,Home Runs,Cleveland,153.0
1975,AL,On Base Percentage,Boston,0.347
1975,AL,Runs,Boston,796.0
1975,AL,Slugging Average,Boston,0.417
1975,AL,Stolen Bases,California,220.0
1975,AL,Triples,Kansas City,58.0
1976,AL,Base on Balls,Oakland,592.0
1976,AL,Batting Average,Minnesota,0.274
1976,AL,Doubles,Kansas City,259.0
1976,AL,Hits,Minnesota,1526.0
1976,AL,Home Runs,Boston,134.0
1976,AL,On Base Percentage,Minnesota,0.343
1976,AL,Runs,Minnesota,743.0
1976,AL,Slugging Average,Boston,0.402
1976,AL,Stolen Bases,Oakland,341.0
1976,AL,Triples,Kansas City,57.0
1977,AL,Base on Balls,Texas,596.0
1977,AL,Batting Average,Minnesota,0.282
1977,AL,Doubles,Kansas City,299.0
1977,AL,Hits,Minnesota,1588.0
1977,AL,Home Runs,Boston,213.0
1977,AL,On Base Percentage,Minnesota,0.351
1977,AL,Runs,Minnesota,867.0
1977,AL,Slugging Average,Boston,0.465
1977,AL,Stolen Bases,Oakland,176.0
1977,AL,Triples,Kansas City,77.0
1978,AL,Base on Balls,Texas,624.0
1978,AL,Batting Average,Milwaukee,0.276
1978,AL,Doubles,Kansas City,305.0
1978,AL,Hits,Milwaukee,1530.0
1978,AL,Home Runs,Milwaukee,173.0
1978,AL,On Base Percentage,Milwaukee,0.342
1978,AL,Runs,Milwaukee,804.0
1978,AL,Slugging Average,Milwaukee,0.432
1978,AL,Stolen Bases,Kansas City,216.0
1978,AL,Triples,Kansas City,59.0
1979,AL,Base on Balls,Cleveland,657.0
1979,AL,Batting Average,Boston,0.283
1979,AL,Doubles,Boston,310.0
1979,AL,Hits,Kansas City,1596.0
1979,AL,Home Runs,Boston,194.0
1979,AL,On Base Percentage,California,0.354
1979,AL,Runs,California,866.0
1979,AL,Slugging Average,Boston,0.456
1979,AL,Stolen Bases,Kansas City,207.0
1979,AL,Triples,Kansas City,79.0
1980,AL,Base on Balls,Detroit,645.0
1980,AL,Batting Average,Kansas City,0.286
1980,AL,Doubles,Milwaukee,298.0
1980,AL,Hits,Kansas City,1633.0
1980,AL,Home Runs,Milwaukee,203.0
1980,AL,On Base Percentage,Cleveland,0.355
1980,AL,Runs,Detroit,830.0
1980,AL,Slugging Average,Milwaukee,0.448
1980,AL,Stolen Bases,Kansas City,185.0
1980,AL,Triples,Kansas City,59.0
1981,AL,Base on Balls,Baltimore,404.0
1981,AL,Batting Average,Boston,0.275
1981,AL,Doubles,Texas,178.0
1981,AL,Hits,Boston,1052.0
1981,AL,Home Runs,Oakland,104.0
1981,AL,On Base Percentage,Boston,0.343
1981,AL,Runs,Boston,519.0
1981,AL,Slugging Average,Boston,0.399
1981,AL,Stolen Bases,Cleveland,119.0
1981,AL,Triples,Minnesota,36.0
1982,AL,Base on Balls,Cleveland,651.0
1982,AL,Batting Average,Kansas City,0.285
1982,AL,Doubles,Kansas City,295.0
1982,AL,Hits,Kansas City,1603.0
1982,AL,Home Runs,Milwaukee,216.0
1982,AL,On Base Percentage,California,0.35
1982,AL,Runs,Milwaukee,891.0
1982,AL,Slugging Average,Milwaukee,0.455
1982,AL,Stolen Bases,Oakland,232.0
1982,AL,Triples,Kansas City,58.0
1983,AL,Base on Balls,Cleveland,605.0
1983,AL,Batting Average,Toronto,0.277
1983,AL,Doubles,Boston,287.0
1983,AL,Hits,Milwaukee,1556.0
1983,AL,Home Runs,Baltimore,168.0
1983,AL,On Base Percentage,Baltimore,0.343
1983,AL,Runs,Chicago,800.0
1983,AL,Slugging Average,Toronto,0.436
1983,AL,Stolen Bases,Oakland,235.0
1983,AL,Triples,Toronto,58.0
1984,AL,Base on Balls,Baltimore,620.0
1984,AL,Batting Average,Boston,0.283
1984,AL,Doubles,Toronto,275.0
1984,AL,Hits,Boston,1598.0
1984,AL,Home Runs,Detroit,187.0
1984,AL,On Base Percentage,Detroit,0.345
1984,AL,Runs,Detroit,829.0
1984,AL,Slugging Average,Boston,0.441
1984,AL,Stolen Bases,Toronto,193.0
1984,AL,Triples,Toronto,68.0
1985,AL,Base on Balls,California,648.0
1985,AL,Batting Average,Boston,0.282
1985,AL,Doubles,Boston,292.0
1985,AL,Hits,Boston,1615.0
1985,AL,Home Runs,Baltimore,214.0
1985,AL,On Base Percentage,Boston,0.35
1985,AL,Runs,New York,839.0
1985,AL,Slugging Average,Baltimore,0.43
1985,AL,Stolen Bases,New York,155.0
1985,AL,Triples,Toronto,53.0
1986,AL,Base on Balls,California,671.0
1986,AL,Batting Average,Cleveland,0.284
1986,AL,Doubles,Boston,320.0
1986,AL,Hits,Cleveland,1620.0
1986,AL,Home Runs,Detroit,198.0
1986,AL,On Base Percentage,New York,0.35
1986,AL,Runs,Cleveland,831.0
1986,AL,Slugging Average,New York,0.43
1986,AL,Stolen Bases,Cleveland,141.0
1986,AL,Triples,Cleveland,45.0
1987,AL,Base on Balls,Detroit,653.0
1987,AL,Batting Average,Boston,0.278
1987,AL,Doubles,Chicago,283.0
1987,AL,Hits,Boston,1554.0
1987,AL,Home Runs,Detroit,225.0
1987,AL,On Base Percentage,Boston,0.355
1987,AL,Runs,Detroit,896.0
1987,AL,Slugging Average,Detroit,0.451
1987,AL,Stolen Bases,Milwaukee,176.0
1987,AL,Triples,Seattle,48.0
1988,AL,Base on Balls,Boston,623.0
1988,AL,Batting Average,Boston,0.283
1988,AL,Doubles,Boston,310.0
1988,AL,Hits,Boston,1569.0
1988,AL,Home Runs,Toronto,158.0
1988,AL,On Base Percentage,Boston,0.36
1988,AL,Runs,Boston,813.0
1988,AL,Slugging Average,Minnesota,0.421
1988,AL,Stolen Bases,Milwaukee,159.0
1988,AL,Triples,Toronto,47.0
1989,AL,Base on Balls,Boston,643.0
1989,AL,Batting Average,Boston,0.277
1989,AL,Doubles,Boston,326.0
1989,AL,Hits,Boston,1571.0
1989,AL,Home Runs,California,145.0
1989,AL,On Base Percentage,Boston,0.355
1989,AL,Runs,Boston,774.0
1989,AL,Slugging Average,Boston,0.403
1989,AL,Stolen Bases,Milwaukee,165.0
1989,AL,Triples,Texas,46.0
1990,AL,Base on Balls,Baltimore,660.0
1990,AL,Batting Average,Boston,0.272
1990,AL,Doubles,Kansas City,316.0
1990,AL,Hits,Boston,1502.0
1990,AL,Home Runs,Detroit,172.0
1990,AL,On Base Percentage,Boston,0.346
1990,AL,Runs,Toronto,767.0
1990,AL,Slugging Average,Toronto,0.419
1990,AL,Stolen Bases,Milwaukee,164.0
1990,AL,Triples,Toronto,50.0
1991,AL,Base on Balls,Detroit,699.0
1991,AL,Batting Average,Minnesota,0.28
1991,AL,Doubles,Boston,305.0
1991,AL,Hits,Minnesota,1557.0
1991,AL,Home Runs,Detroit,209.0
1991,AL,On Base Percentage,Minnesota,0.347
1991,AL,Runs,Texas,829.0
1991,AL,Slugging Average,Texas,0.424
1991,AL,Stolen Bases,Oakland,151.0
1991,AL,Triples,Milwaukee,53.0
1992,AL,Base on Balls,Oakland,707.0
1992,AL,Batting Average,Minnesota,0.277
1992,AL,Doubles,Kansas City,284.0
1992,AL,Hits,Minnesota,1544.0
1992,AL,Home Runs,Detroit,182.0
1992,AL,On Base Percentage,Oakland,0.349
1992,AL,Runs,Detroit,791.0
1992,AL,Slugging Average,Toronto,0.414
1992,AL,Stolen Bases,Milwaukee,256.0
1992,AL,Triples,Kansas City,42.0
1993,AL,Base on Balls,Detroit,44.0
1993,AL,Doubles,Boston,319.0
1993,AL,Hits,New York,1568.0
1993,AL,Home Runs,Texas,181.0
1993,AL,On Base Percentage,Detroit,0.365
1993,AL,Runs,Detroit,899.0
1993,AL,Slugging Average,Toronto,0.436
1993,AL,Stolen Bases,Toronto,170.0
1993,AL,Triples,Chicago,44.0
1994,AL,Base on Balls,New York,530.0
1994,AL,Doubles,Cleveland,240.0
1994,AL,Hits,Cleveland,1165.0
1994,AL,Home Runs,Cleveland,167.0
1994,AL,On Base Percentage,New York,0.377
1994,AL,Runs,Cleveland,679.0
1994,AL,Slugging Average,Cleveland,0.484
1994,AL,Stolen Bases,Kansas City,140.0
1994,AL,Triples,Chicago,39.0
1995,AL,Base on Balls,New York,625.0
1995,AL,Batting Average,Cleveland,0.291
1995,AL,Doubles,Boston,286.0
1995,AL,Hits,Cleveland,1461.0
1995,AL,Home Runs,Cleveland,207.0
1995,AL,On Base Percentage,Cleveland,0.364
1995,AL,Runs,Cleveland,840.0
1995,AL,Slugging Average,Cleveland,0.479
1995,AL,Stolen Bases,Cleveland,132.0
1995,AL,Triples,Milwaukee,42.0
1996,AL,Base on Balls,Chicago,701.0
1996,AL,Batting Average,Cleveland,0.293
1996,AL,Doubles,Seattle,343.0
1996,AL,Hits,Cleveland,1665.0
1996,AL,Home Runs,Baltimore,257.0
1996,AL,On Base Percentage,Cleveland,0.372
1996,AL,Runs,Seattle,993.0
1996,AL,Slugging Average,Seattle,0.484
1996,AL,Stolen Bases,Kansas City,195.0
1996,AL,Triples,Minnesota,47.0
1997,AL,Base on Balls,New York,676.0
1997,AL,Batting Average,Boston,0.291
1997,AL,Doubles,Boston,373.0
1997,AL,Hits,Boston,1684.0
1997,AL,Home Runs,Seattle,264.0
1997,AL,On Base Percentage,New York,0.366
1997,AL,Runs,Seattle,925.0
1997,AL,Slugging Average,Seattle,0.485
1997,AL,Stolen Bases,Detroit,161.0
1997,AL,Triples,Toronto,41.0
1998,AL,Base on Balls,New York,653.0
1998,AL,Batting Average,Texas,0.289
1998,AL,Doubles,Boston,338.0
1998,AL,Hits,Texas,1637.0
1998,AL,Home Runs,Seattle,234.0
1998,AL,On Base Percentage,New York,0.368
1998,AL,Runs,New York,965.0
1998,AL,Slugging Average,Seattle,0.468
1998,AL,Stolen Bases,Toronto,184.0
1998,AL,Triples,Tampa Bay,43.0
1999,AL,Base on Balls,Oakland,770.0
1999,AL,Batting Average,Texas,0.293
1999,AL,Doubles,Toronto,337.0
1999,AL,Hits,Texas,1653.0
1999,AL,Home Runs,Seattle,244.0
1999,AL,On Base Percentage,Cleveland,0.373
1999,AL,Runs,Cleveland,1009.0
1999,AL,Slugging Average,Texas,0.479
1999,AL,Stolen Bases,Cleveland,147.0
1999,AL,Triples,Kansas City,52.0
2000,AL,Base on Balls,Seattle,775.0
2000,AL,Batting Average,Cleveland,0.288
2000,AL,Doubles,Texas,330.0
2000,AL,Hits,Kansas City,1644.0
2000,AL,Home Runs,Toronto,244.0
2000,AL,On Base Percentage,Cleveland,0.367
2000,AL,Runs,Chicago,978.0
2000,AL,Slugging Average,Anaheim,0.472
2000,AL,Stolen Bases,Baltimore,126.0
2000,AL,Triples,Minnesota,49.0
2001,AL,Base on Balls,Oakland,640.0
2001,AL,Batting Average,Seattle,0.288
2001,AL,Doubles,Oakland,334.0
2001,AL,Hits,Seattle,1637.0
2001,AL,Home Runs,Texas,246.0
2001,AL,On Base Percentage,Seattle,0.36
2001,AL,Runs,Seattle,927.0
2001,AL,Slugging Average,Texas,0.471
2001,AL,Stolen Bases,Seattle,174.0
2001,AL,Triples,Detroit,60.0
