Year,League,Statistic,Team,Value
1974,AL,Home Runs,Chicago,135
1974,AL,On Base Percentage,Texas,.338
1974,AL,Runs,Boston,696
1974,AL,Slugging Average,Chicago,.389
1974,AL,Stolen Bases,Oakland,164
1974,AL,Triples,Milwaukee,49
1975,AL,Base on Balls,Texas,613
1975,AL,Batting Average,Boston,.275
1975,AL,Doubles,Boston,284
1975,AL,Hits,Boston,1500
1975,AL,Home Runs,Cleveland,153
1975,AL,On Base Percentage,Boston,.347
1975,AL,Runs,Boston,796
1975,AL,Slugging Average,Boston,.417
1975,AL,Stolen Bases,California,220
1975,AL,Triples,Kansas City,58
1976,AL,Base on Balls,Oakland,592
1976,AL,Batting Average,Minnesota,.274
1976,AL,Doubles,Kansas City,259
1976,AL,Hits,Minnesota,1526
1976,AL,Home Runs,Boston,134
1976,AL,On Base Percentage,Minnesota,.343
1976,AL,Runs,Minnesota,743
1976,AL,Slugging Average,Boston,.402
1976,AL,Stolen Bases,Oakland,341
1976,AL,Triples,Kansas City,57
1977,AL,Base on Balls,Texas,596
1977,AL,Batting Average,Minnesota,.282
1977,AL,Doubles,Kansas City,299
1977,AL,Hits,Minnesota,1588
1977,AL,Home Runs,Boston,213
1977,AL,On Base Percentage,Minnesota,.351
1977,AL,Runs,Minnesota,867
1977,AL,Slugging Average,Boston,.465
1977,AL,Stolen Bases,Oakland,176
1977,AL,Triples,Kansas City,77
1978,AL,Base on Balls,Texas,624
1978,AL,Batting Average,Milwaukee,.276
1978,AL,Doubles,Kansas City,305
1978,AL,Hits,Milwaukee,1530
1978,AL,Home Runs,Milwaukee,173
1978,AL,On Base Percentage,Milwaukee,.342
1978,AL,Runs,Milwaukee,804
1978,AL,Slugging Average,Milwaukee,.432
1978,AL,Stolen Bases,Kansas City,216
1978,AL,Triples,Kansas City,59
1979,AL,Base on Balls,Cleveland,657
1979,AL,Batting Average,Boston,.283
1979,AL,Doubles,Boston,310
1979,AL,Hits,Kansas City,1596
1979,AL,Home Runs,Boston,194
1979,AL,On Base Percentage,California,.354
1979,AL,Runs,California,866
1979,AL,Slugging Average,Boston,.456
1979,AL,Stolen Bases,Kansas City,207
1979,AL,Triples,Kansas City,79
1980,AL,Base on Balls,Detroit,645
1980,AL,Batting Average,Kansas City,.286
1980,AL,Doubles,Milwaukee,298
1980,AL,Hits,Kansas City,1633
1980,AL,Home Runs,Milwaukee,203
1980,AL,On Base Percentage,Cleveland,.355
1980,AL,Runs,Detroit,830
1980,AL,Slugging Average,Milwaukee,.448
1980,AL,Stolen Bases,Kansas City,185
1980,AL,Triples,Kansas City,59
1981,AL,Base on Balls,Baltimore,404
1981,AL,Batting Average,Boston,.275
1981,AL,Doubles,Texas,178
1981,AL,Hits,Boston,1052
1981,AL,Home Runs,Oakland,104
1981,AL,On Base Percentage,Boston,.343
1981,AL,Runs,Boston,519
1981,AL,Slugging Average,Boston,.399
1981,AL,Stolen Bases,Cleveland,119
1981,AL,Triples,Minnesota,36
1982,AL,Base on Balls,Cleveland,651
1982,AL,Batting Average,Kansas City,.285
1982,AL,Doubles,Kansas City,295
1982,AL,Hits,Kansas City,1603
1982,AL,Home Runs,Milwaukee,216
1982,AL,On Base Percentage,California,.350
1982,AL,Runs,Milwaukee,891
1982,AL,Slugging Average,Milwaukee,.455
1982,AL,Stolen Bases,Oakland,232
1982,AL,Triples,Kansas City,58
1983,AL,Base on Balls,Cleveland,605
1983,AL,Batting Average,Toronto,.277
1983,AL,Doubles,Boston,287
1983,AL,Hits,Milwaukee,1556
1983,AL,Home Runs,Baltimore,168
1983,AL,On Base Percentage,Baltimore,.343
1983,AL,Runs,Chicago,800
1983,AL,Slugging Average,Toronto,.436
1983,AL,Stolen Bases,Oakland,235
1983,AL,Triples,Toronto,58
1984,AL,Base on Balls,Baltimore,620
1984,AL,Batting Average,Boston,.283
1984,AL,Doubles,Toronto,275
1984,AL,Hits,Boston,1598
1984,AL,Home Runs,Detroit,187
1984,AL,On Base Percentage,Detroit,.345
1984,AL,Runs,Detroit,829
1984,AL,Slugging Average,Boston,.441
1984,AL,Stolen Bases,Toronto,193
1984,AL,Triples,Toronto,68
1985,AL,Base on Balls,California,648
1985,AL,Batting Average,Boston,.282
1985,AL,Doubles,Boston,292
1985,AL,Hits,Boston,1615
1985,AL,Home Runs,Baltimore,214
1985,AL,On Base Percentage,Boston,.350
1985,AL,Runs,New York,839
1985,AL,Slugging Average,Baltimore,.430
1985,AL,Stolen Bases,New York,155
1985,AL,Triples,Toronto,53
1986,AL,Base on Balls,California,671
1986,AL,Batting Average,Cleveland,.284
1986,AL,Doubles,Boston,320
1986,AL,Hits,Cleveland,1620
1986,AL,Home Runs,Detroit,198
1986,AL,On Base Percentage,New York,.350
1986,AL,Runs,Cleveland,831
1986,AL,Slugging Average,New York,.430
1986,AL,Stolen Bases,Cleveland,141
1986,AL,Triples,Cleveland,45
1987,AL,Base on Balls,Detroit,653
1987,AL,Batting Average,Boston,.278
1987,AL,Doubles,Chicago,283
1987,AL,Hits,Boston,1554
1987,AL,Home Runs,Detroit,225
1987,AL,On Base Percentage,Boston,.355
1987,AL,Runs,Detroit,896
1987,AL,Slugging Average,Detroit,.451
1987,AL,Stolen Bases,Milwaukee,176
1987,AL,Triples,Seattle,48
1988,AL,Base on Balls,Boston,623
1988,AL,Batting Average,Boston,.283
1988,AL,Doubles,Boston,310
1988,AL,Hits,Boston,1569
1988,AL,Home Runs,Toronto,158
1988,AL,On Base Percentage,Boston,.360
1988,AL,Runs,Boston,813
1988,AL,Slugging Average,Minnesota,.421
1988,AL,Stolen Bases,Milwaukee,159
1988,AL,Triples,Toronto,47
1989,AL,Base on Balls,Boston,643
1989,AL,Batting Average,Boston,.277
1989,AL,Doubles,Boston,326
1989,AL,Hits,Boston,1571
1989,AL,Home Runs,California,145
1989,AL,On Base Percentage,Boston,.355
1989,AL,Runs,Boston,774
1989,AL,Slugging Average,Boston,.403
1989,AL,Stolen Bases,Milwaukee,165
1989,AL,Triples,Texas,46
1990,AL,Base on Balls,Baltimore,660
1990,AL,Batting Average,Boston,.272
1990,AL,Doubles,Kansas City,316
1990,AL,Hits,Boston,1502
1990,AL,Home Runs,Detroit,172
1990,AL,On Base Percentage,Boston,.346
1990,AL,Runs,Toronto,767
1990,AL,Slugging Average,Toronto,.419
1990,AL,Stolen Bases,Milwaukee,164
1990,AL,Triples,Toronto,50
1991,AL,Base on Balls,Detroit,699
1991,AL,Batting Average,Minnesota,.280
1991,AL,Doubles,Boston,305
1991,AL,Hits,Minnesota,1557
1991,AL,Home Runs,Detroit,209
1991,AL,On Base Percentage,Minnesota,.347
1991,AL,Runs,Texas,829
1991,AL,Slugging Average,Texas,.424
1991,AL,Stolen Bases,Oakland,151
1991,AL,Triples,Milwaukee,53
1992,AL,Base on Balls,Oakland,707
1992,AL,Batting Average,Minnesota,.277
1992,AL,Doubles,Kansas City,284
1992,AL,Hits,Minnesota,1544
1992,AL,Home Runs,Detroit,182
1992,AL,On Base Percentage,Oakland,.349
1992,AL,Runs,Detroit,791
1992,AL,Slugging Average,Toronto,.414
1992,AL,Stolen Bases,Milwaukee,256
1992,AL,Triples,Kansas City,42
1993,AL,Base on Balls,Detroit,44
1993,AL,Doubles,Boston,319
1993,AL,Hits,New York,1568
1993,AL,Home Runs,Texas,181
1993,AL,On Base Percentage,Detroit,.365
1993,AL,Runs,Detroit,899
1993,AL,Slugging Average,Toronto,.436
1993,AL,Stolen Bases,Toronto,170
1993,AL,Triples,Chicago,44
1994,AL,Base on Balls,New York,530
1994,AL,Doubles,Cleveland,240
1994,AL,Hits,Cleveland,1165
1994,AL,Home Runs,Cleveland,167
1994,AL,On Base Percentage,New York,.377
1994,AL,Runs,Cleveland,679
1994,AL,Slugging Average,Cleveland,.484
1994,AL,Stolen Bases,Kansas City,140
1994,AL,Triples,Chicago,39
1995,AL,Base on Balls,New York,625
1995,AL,Batting Average,Cleveland,.291
1995,AL,Doubles,Boston,286
1995,AL,Hits,Cleveland,1461
1995,AL,Home Runs,Cleveland,207
1995,AL,On Base Percentage,Cleveland,.364
1995,AL,Runs,Cleveland,840
1995,AL,Slugging Average,Cleveland,.479
1995,AL,Stolen Bases,Cleveland,132
1995,AL,Triples,Milwaukee,42
1996,AL,Base on Balls,Chicago,701
1996,AL,Batting Average,Cleveland,.293
1996,AL,Doubles,Seattle,343
1996,AL,Hits,Cleveland,1665
1996,AL,Home Runs,Baltimore,257
1996,AL,On Base Percentage,Cleveland,.372
1996,AL,Runs,Seattle,993
1996,AL,Slugging Average,Seattle,.484
1996,AL,Stolen Bases,Kansas City,195
1996,AL,Triples,Minnesota,47
1997,AL,Base on Balls,New York,676
1997,AL,Batting Average,Boston,.291
1997,AL,Doubles,Boston,373
1997,AL,Hits,Boston,1684
1997,AL,Home Runs,Seattle,264
1997,AL,On Base Percentage,New York,.366
1997,AL,Runs,Seattle,925
1997,AL,Slugging Average,Seattle,.485
1997,AL,Stolen Bases,Detroit,161
1997,AL,Triples,Toronto,41
1998,AL,Base on Balls,New York,653
1998,AL,Batting Average,Texas,.289
1998,AL,Doubles,Boston,338
1998,AL,Hits,Texas,1637
1998,AL,Home Runs,Seattle,234
1998,AL,On Base Percentage,New York,.368
1998,AL,Runs,New York,965
1998,AL,Slugging Average,Seattle,.468
1998,AL,Stolen Bases,Toronto,184
1998,AL,Triples,Tampa Bay,43
1999,AL,Base on Balls,Oakland,770
1999,AL,Batting Average,Texas,.293
1999,AL,Doubles,Toronto,337
1999,AL,Hits,Texas,1653
1999,AL,Home Runs,Seattle,244
1999,AL,On Base Percentage,Cleveland,.373
1999,AL,Runs,Cleveland,1009
1999,AL,Slugging Average,Texas,.479
1999,AL,Stolen Bases,Cleveland,147
1999,AL,Triples,Kansas City,52
2000,AL,Base on Balls,Seattle,775
2000,AL,Batting Average,Cleveland,.288
2000,AL,Doubles,Texas,330
2000,AL,Hits,Kansas City,1644
2000,AL,Home Runs,Toronto,244
2000,AL,On Base Percentage,Cleveland,.367
2000,AL,Runs,Chicago,978
2000,AL,Slugging Average,Anaheim,.472
2000,AL,Stolen Bases,Baltimore,126
2000,AL,Triples,Minnesota,49
2001,AL,Base on Balls,Oakland,640
2001,AL,Batting Average,Seattle,.288
2001,AL,Doubles,Oakland,334
2001,AL,Hits,Seattle,1637
2001,AL,Home Runs,Texas,246
2001,AL,On Base Percentage,Seattle,.360
2001,AL,Runs,Seattle,927
2001,AL,Slugging Average,Texas,.471
2001,AL,Stolen Bases,Seattle,174
2001,AL,Triples,Detroit,60
